,term,score
0,dubois,0.7446427092025639
1,dr,0.22937710383735452
2,negro,0.21210803420132535
3,ghana,0.1489285418405128
4,peace,0.11359652934961185
5,encyclopedia,0.09766830301971305
6,communist,0.09109481157155606
7,barrington,0.08381633982737076
8,fisk,0.07834573021254856
9,atlanta,0.07719524542563684
10,folk,0.07629561842375833
11,booker,0.06511220201314202
12,successively,0.06210150828661936
13,souls,0.05964159239831983
14,council,0.05828643800299894
15,party,0.057832568919867315
16,disagreed,0.056630898671797165
17,harvard,0.05622653182989142
18,arts,0.05435705516042062
19,soviet,0.052106040153157486
20,advancement,0.04973874565298233
21,african,0.048700373168675454
22,prize,0.04758999956337349
23,published,0.04696833795034586
24,center,0.04615114073818733
25,crisis,0.04481891387638328
26,black,0.044807823829679974
27,writer,0.044807823829679974
28,university,0.04323049221337175
29,degree,0.04303139686504963
30,burghardt,0.04190816991368538
31,pince,0.04190816991368538
32,scottsboro,0.04190816991368538
33,nkrumah,0.04190816991368538
34,nez,0.04190816991368538
35,africana,0.04190816991368538
36,darkwater,0.04190816991368538
37,wilberforce,0.04190816991368538
38,bootstraps,0.04190816991368538
39,joliot,0.04190816991368538
40,gomer,0.04190816991368538
41,honored,0.04151167670872452
42,companionable,0.03917286510627428
43,leveling,0.03917286510627428
44,yolanda,0.03917286510627428
45,vito,0.03917286510627428
46,curie,0.03917286510627428
47,marcantonio,0.03917286510627428
48,accra,0.03917286510627428
49,kwame,0.03917286510627428
50,dusk,0.03917286510627428
51,goatee,0.03917286510627428
52,sociologist,0.03917286510627428
53,philosophy,0.038153525580895804
54,settled,0.03792676085756844
55,chou,0.0372321354601282
56,lai,0.0372321354601282
57,strengthening,0.0372321354601282
58,93,0.0372321354601282
59,91st,0.0372321354601282
60,immaculate,0.0372321354601282
61,grand,0.03643792462862243
62,95,0.035726788596866864
63,editor,0.03565554991154925
64,1952,0.03473736010210499
65,tolerant,0.0344968306527171
66,frederic,0.0344968306527171
67,vocational,0.0344968306527171
68,american,0.034479024739147705
69,resigning,0.03345691602833786
70,nina,0.03345691602833786
71,saxon,0.03345691602833786
72,10th,0.03345691602833786
73,petition,0.03345691602833786
74,phrased,0.03345691602833786
75,unsuccessfully,0.03345691602833786
76,indicted,0.03255610100657101
77,peking,0.03255610100657101
78,strive,0.03255610100657101
79,flood,0.03255610100657101
80,emancipation,0.03255610100657101
81,left,0.032024072509645056
82,acheson,0.03176152584530601
83,secretariat,0.03176152584530601
84,educator,0.03176152584530601
85,envisioned,0.03176152584530601
86,shirley,0.03176152584530601
87,broke,0.03144556905340208
88,taught,0.031307186471751965
