,term,score
0,sinclair,0.7707181873346673
1,mr,0.18490639929101885
2,socialist,0.11519056494414948
3,upton,0.1008161159863018
4,books,0.07800425362513579
5,lanny,0.0756518326006542
6,social,0.06798872966697242
7,budd,0.06721074399086786
8,jungle,0.06494337618055773
9,about,0.059349636706148096
10,brass,0.05733530338688893
11,california,0.05662142526241182
12,writer,0.05392415519526333
13,vanzetti,0.05303558422399854
14,macfadden,0.05303558422399854
15,sacco,0.05303558422399854
16,wrote,0.052664498254382845
17,meat,0.0488942147771026
18,pamphlets,0.04670476776665879
19,my,0.045612084797849915
20,industry,0.04253880227837997
21,novel,0.04133956857058055
22,colony,0.04116866428351992
23,author,0.041126069771940194
24,life,0.04057659551742271
25,liberties,0.04037395130931905
26,fox,0.03964288624082912
27,party,0.03914934574633085
28,epic,0.03833588362812611
29,beall,0.0378259163003271
30,retold,0.0378259163003271
31,meta,0.0378259163003271
32,helicon,0.0378259163003271
33,1906,0.037735702592392346
34,read,0.03722473837523391
35,socialism,0.03719271388367808
36,campaign,0.03645006249778852
37,check,0.03570835739727847
38,calais,0.03535705614933236
39,its,0.0353077892753252
40,million,0.03427172480995016
41,obvious,0.03404313485197931
42,only,0.033758242157017074
43,book,0.03275933980465948
44,educational,0.0326352092509949
45,reason,0.032530324995729124
46,10,0.03243216314765572
47,ills,0.03224666020797197
48,arousing,0.03224666020797197
49,union,0.03211272943201576
50,words,0.03198744151614706
51,democratic,0.031844063629902754
52,1934,0.03135361144194128
53,psychic,0.031136511844439194
54,american,0.031120440395895534
55,ford,0.03059714156980195
56,novels,0.029846025038795704
57,poverty,0.029608779556997273
58,oil,0.029608779556997273
59,phenomena,0.029384827690540773
60,what,0.029238588881409202
61,there,0.029184415879263296
62,many,0.028783157489799028
63,000,0.028464436857260716
64,all,0.028388402764879132
65,appeal,0.02810103397328895
66,jesus,0.02802611590307881
67,food,0.02771231839463957
68,hero,0.027523993423518366
69,himself,0.02744934933158226
70,diet,0.027445776189013282
71,pictured,0.027445776189013282
72,coal,0.027445776189013282
73,regretted,0.027445776189013282
74,plea,0.027445776189013282
75,causes,0.027339473258745785
76,workers,0.027158607199846224
77,depicted,0.026915967539546035
78,civil,0.02685086297374367
79,love,0.02674065483084116
80,published,0.026495734956549204
81,slavery,0.026428590827219413
82,jerome,0.026428590827219413
83,city,0.02623699112063903
84,me,0.02623699112063903
85,total,0.0261427348123036
86,stomach,0.02597735047222309
87,also,0.02567844011513067
88,they,0.02560728360767313
89,prohibition,0.025557255752084073
90,justice,0.025523281367027983
91,called,0.02527954532574672
92,southern,0.025228628798010678
93,boston,0.025228628798010678
94,have,0.02518526280357415
95,goods,0.02516428338564761
96,world,0.024977345503824362
97,communist,0.02466639362918961
98,through,0.02456310546055442
99,drinking,0.0244471073885513
100,circulation,0.0244471073885513
101,king,0.024266325112462205
102,writers,0.024266325112462205
103,ceased,0.024117894330756964
104,story,0.024001308807734087
105,earnings,0.023805571598185648
106,although,0.023793024786374968
107,ve,0.02375878134962298
108,series,0.023655812822024874
109,mary,0.02363618303225368
110,publishers,0.02350849032122835
111,clean,0.02322523188412012
112,pure,0.02322523188412012
113,home,0.023209384395565445
114,roosevelt,0.023161612003809347
115,indeed,0.023161612003809347
116,college,0.023155280040239378
117,wage,0.02295456695375246
118,electoral,0.022695423234652873
119,thought,0.022674510369691866
120,their,0.022568375642441768
121,needs,0.022446859810723686
122,40,0.02238618823954
123,up,0.02238037869991272
